key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,full_name
2629,P-02611,Fileković,Suad,1978-09-16,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Suad_Filekovi%C4%87,Suad Fileković
2630,P-07948,Filimonov,Aleksandr,1973-10-15,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Aleksandr_Filimonov,Aleksandr Filimonov
2631,P-03433,Filipescu,Iulian,1974-03-29,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Iulian_Filipescu,Iulian Filipescu
2632,P-01242,Fillol,Ubaldo,1950-07-21,1,0,0,0,3,"1974, 1978, 1982",https://en.wikipedia.org/wiki/Ubaldo_Fillol,Ubaldo Fillol
2633,P-09050,Findley,Robbie,1985-08-04,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Robbie_Findley,Robbie Findley
2634,P-07550,Finnan,Steve,1976-04-24,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Steve_Finnan,Steve Finnan
2635,P-00945,Finnbogason,Alfreð,1989-02-01,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason,Alfreð Finnbogason
2636,P-02837,Finney,Tom,1922-04-05,0,0,0,1,3,"1950, 1954, 1958",https://en.wikipedia.org/wiki/Tom_Finney,Tom Finney
2637,P-01716,Finney,Tommy,1952-11-06,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Tommy_Finney,Tommy Finney
2638,P-09654,Firm,Vladimir,1923-06-05,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Vladimir_Firm,Vladimir Firm
2639,P-04575,Firmino,Roberto,1991-10-02,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Roberto_Firmino,Roberto Firmino
2640,P-01874,Fischer,Andrzej,1952-01-15,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Andrzej_Fischer,Andrzej Fischer
2641,P-03966,Fischer,Klaus,1949-12-27,0,0,0,1,2,"1978, 1982",https://en.wikipedia.org/wiki/Klaus_Fischer,Klaus Fischer
2642,P-03574,Fischer,Viktor,1994-06-09,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Viktor_Fischer,Viktor Fischer
2643,P-00284,Fish,Mark,1974-03-14,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Mark_Fish,Mark Fish
2644,P-07637,Fjørtoft,Jan Åge,1967-01-10,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Jan_%C3%85ge_Fj%C3%B8rtoft,Jan Åge Fjørtoft
2645,P-00468,Flávio,not applicable,1979-12-20,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Fl%C3%A1vio_Amado,not applicable Flávio
2646,P-02088,Fleck,Robert,1965-08-11,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Robert_Fleck,Robert Fleck
2647,P-03993,Flešár,Anton,1944-05-08,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Anton_Fle%C5%A1%C3%A1r,Anton Flešár
2648,P-03443,Flo,Håvard,1970-04-04,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/H%C3%A5vard_Flo,Håvard Flo
2649,P-09432,Flo,Jostein,1964-10-03,0,0,0,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Jostein_Flo,Jostein Flo
2650,P-08132,Flo,Tore André,1973-06-15,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Tore_Andr%C3%A9_Flo,Tore André Flo
2651,P-01294,Flohe,Heinz,1948-01-28,0,0,1,0,2,"1974, 1978",https://en.wikipedia.org/wiki/Heinz_Flohe,Heinz Flohe
2652,P-03662,Florentín,Diego,not available,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Diego_Florent%C3%ADn,Diego Florentín
2653,P-05491,Flores,Antonio,1923-07-13,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Antonio_Flores_(footballer),Antonio Flores
2654,P-04564,Flores,Edison,1994-05-14,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Edison_Flores,Edison Flores
2655,P-04868,Flores,Francisco,1926-02-12,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Francisco_Flores_(Mexican_footballer),Francisco Flores
2656,P-05573,Flores,Luis,1962-08-08,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Luis_Flores_(Mexican_footballer),Luis Flores
2657,P-04687,Flores,Miguel,1920-10-11,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Miguel_Flores_(footballer),Miguel Flores
2658,P-06165,Flores,Róger,1959-05-26,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/R%C3%B3ger_Flores,Róger Flores
2659,P-00513,Flores,Salvador,not available,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Salvador_Flores_(footballer),Salvador Flores
2660,P-01126,Flores Ocaranza,Ignacio,1953-07-31,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Ignacio_Flores_Ocaranza,Ignacio Flores Ocaranza
2661,P-00033,Florie,Tom,1897-09-06,0,0,1,1,2,"1930, 1934",https://en.wikipedia.org/wiki/Tom_Florie,Tom Florie
2662,P-06659,Flowers,Ron,1934-07-28,0,0,1,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Ron_Flowers,Ron Flowers
2663,P-02943,Flowers,Tim,1967-02-03,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Tim_Flowers,Tim Flowers
2664,P-05700,Flückiger,Marcel,1929-06-20,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Marcel_Fl%C3%BCckiger,Marcel Flückiger
2665,P-07036,Foden,Phil,2000-05-28,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Phil_Foden,Phil Foden
2666,P-06235,Foé,Marc-Vivien,1975-05-01,0,0,1,0,2,"1994, 2002",https://en.wikipedia.org/wiki/Marc-Vivien_Fo%C3%A9,Marc-Vivien Foé
2667,P-07581,Fofana,Youssouf,1999-01-10,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Youssouf_Fofana_(footballer),Youssouf Fofana
2668,P-05937,Fogli,Romano,1938-01-21,0,0,1,0,1,1966,https://en.wikipedia.org/wiki/Romano_Fogli,Romano Fogli
2669,P-08673,Fokin,Sergei,1961-07-26,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Sergei_Fokin_(footballer),Sergei Fokin
2670,P-05232,Foni,Alfredo,1911-11-20,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Alfredo_Foni,Alfredo Foni
2671,P-03322,Fonseca,Daniel,1969-09-13,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Daniel_Fonseca,Daniel Fonseca
2672,P-06916,Fonseca,Danny,1979-11-07,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Danny_Fonseca,Danny Fonseca
2673,P-04281,Fonseca,Francisco,1979-10-02,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Francisco_Fonseca,Francisco Fonseca
2674,P-02393,Fonseca,Rolando,1974-06-06,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Rolando_Fonseca,Rolando Fonseca
2675,P-02537,Fontaine,Just,1933-08-18,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Just_Fontaine,Just Fontaine
2676,P-04025,Fontana,not applicable,1940-12-31,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Jos%C3%A9_de_Anchieta_Fontana,not applicable Fontana
2677,P-02267,Fonte,José,1983-12-22,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Jos%C3%A9_Fonte,José Fonte
2678,P-06474,Fontes,Dagoberto,1943-06-06,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Dagoberto_Fontes,Dagoberto Fontes
2679,P-06161,Ford,Donald,1944-10-25,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Donald_Ford,Donald Ford
2680,P-09223,Forlán,Diego,1979-05-19,0,0,0,1,3,"2002, 2010, 2014",https://en.wikipedia.org/wiki/Diego_Forl%C3%A1n,Diego Forlán
2681,P-08295,Forlán,Pablo,1945-07-14,0,1,1,0,2,"1966, 1974",https://en.wikipedia.org/wiki/Pablo_Forl%C3%A1n,Pablo Forlán
2682,P-03194,Forsberg,Emil,1991-10-23,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Emil_Forsberg,Emil Forsberg
2683,P-02082,Forson,Richmond,1980-05-23,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Richmond_Forson,Richmond Forson
2684,P-03715,Forster,Fraser,1988-03-17,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Fraser_Forster,Fraser Forster
2685,P-04929,Förster,Bernd,1956-05-03,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Bernd_F%C3%B6rster,Bernd Förster
2686,P-01759,Förster,Karlheinz,1958-07-25,0,1,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Karlheinz_F%C3%B6rster,Karlheinz Förster
2687,P-00809,Forsyth,Tom,1949-01-23,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Tom_Forsyth,Tom Forsyth
2688,P-01283,Fortes,not applicable,1901-09-09,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Agostinho_Fortes_Filho,not applicable Fortes
2689,P-03106,Fortune,Quinton,1977-05-21,0,0,1,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Quinton_Fortune,Quinton Fortune
2690,P-00619,Foster,Ben,1983-04-03,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Ben_Foster_(footballer),Ben Foster
2691,P-01683,Foster,Steve,1957-09-24,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Steve_Foster,Steve Foster
2692,P-08028,Fouilloux,Alberto,1940-11-22,0,0,0,1,2,"1962, 1966",https://en.wikipedia.org/wiki/Alberto_Fouilloux,Alberto Fouilloux
2693,P-05971,Fournier,Sébastien,1971-06-27,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/S%C3%A9bastien_Fournier,Sébastien Fournier
2694,P-00699,Fowler,Robbie,1975-04-09,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Robbie_Fowler,Robbie Fowler
2695,P-09642,Foyth,Juan,1998-01-12,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Juan_Foyth,Juan Foyth
2696,P-03963,Fragoso,Javier,1942-04-19,0,0,0,1,2,"1966, 1970",https://en.wikipedia.org/wiki/Javier_Fragoso,Javier Fragoso
2697,P-00294,Francescoli,Enzo,1961-11-12,0,0,1,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Enzo_Francescoli,Enzo Francescoli
2698,P-02042,Françillon,Henri,1946-05-26,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Henri_Fran%C3%A7illon,Henri Françillon
2699,P-04425,Francis,Trevor,1954-04-19,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Trevor_Francis,Trevor Francis
2700,P-08253,Francis,Waylon,1990-09-20,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Waylon_Francis,Waylon Francis
2701,P-01302,Francisco,not applicable,1962-11-01,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Francisco_L%C3%B3pez_Alfaro,not applicable Francisco
2702,P-02427,Franco,Alan,1998-08-21,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Alan_Franco_(footballer,_born_1998)",Alan Franco
2703,P-08912,Franco,Guillermo,1976-11-03,0,0,0,1,2,"2006, 2010",https://en.wikipedia.org/wiki/Guillermo_Franco,Guillermo Franco
2704,P-07880,Franco,Juan Carlos,1973-04-17,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Juan_Carlos_Franco,Juan Carlos Franco
2705,P-08898,Franco,Leo,1977-05-29,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Leo_Franco,Leo Franco
2706,P-03021,François,Guy,1947-09-18,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Guy_Fran%C3%A7ois_(footballer),Guy François
2707,P-09758,Frandsen,Per,1970-02-06,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Per_Frandsen,Per Frandsen
2708,P-03848,Franjic,Ivan,1987-09-10,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Ivan_Franjic,Ivan Franjic
2709,P-00975,Franke,Bernd,1948-02-12,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Bernd_Franke,Bernd Franke
2710,P-03714,Frankowski,Przemysław,1995-04-12,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Przemys%C5%82aw_Frankowski,Przemysław Frankowski
2711,P-00934,Frantzen,Odd,1913-01-20,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Odd_Frantzen,Odd Frantzen
2712,P-05436,Franzl,Friederich,1905-03-06,1,0,0,0,1,1934,https://en.wikipedia.org/wiki/Friederich_Franzl,Friederich Franzl
2713,P-04494,Fraser,Henk,1966-07-07,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Henk_Fraser,Henk Fraser
2714,P-05723,Fraser,Liam,1998-02-13,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Liam_Fraser,Liam Fraser
2715,P-09612,Frechaut,Nuno,1977-09-24,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Nuno_Frechaut,Nuno Frechaut
2716,P-03612,Fred,not applicable,1983-10-03,0,0,0,1,2,"2006, 2014","https://en.wikipedia.org/wiki/Fred_(footballer,_born_1983)",not applicable Fred
2717,P-08553,Fred,not applicable,1993-03-05,0,0,1,0,2,"2018, 2022","https://en.wikipedia.org/wiki/Fred_(footballer,_born_1993)",not applicable Fred
2718,P-02108,Frederico,not applicable,1957-04-06,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Frederico_Rosa,not applicable Frederico
2719,P-01025,Frei,Alexander,1979-07-15,0,0,0,1,2,"2006, 2010",https://en.wikipedia.org/wiki/Alexander_Frei,Alexander Frei
2720,P-00551,Frei,Fabian,1989-01-08,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Fabian_Frei,Fabian Frei
2721,P-00536,Freschi,Héctor,1911-05-22,1,0,0,0,1,1934,https://en.wikipedia.org/wiki/H%C3%A9ctor_Freschi,Héctor Freschi
2722,P-02734,Fretes,César López,1923-03-21,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/C%C3%A9sar_L%C3%B3pez_Fretes,César López Fretes
2723,P-09581,Freuler,Remo,1992-04-15,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Remo_Freuler,Remo Freuler
2724,P-09488,Freund,Steffen,1970-01-19,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Steffen_Freund,Steffen Freund
2725,P-05293,Friaça,not applicable,1924-10-20,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Fria%C3%A7a,not applicable Friaça
2726,P-06626,Frick,Ernst,not available,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Ernst_Frick_(footballer),Ernst Frick
2727,P-07547,Friðjónsson,Samúel,1996-02-22,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Sam%C3%BAel_Fri%C3%B0j%C3%B3nsson,Samúel Friðjónsson
2728,P-06385,Friedel,Brad,1971-05-18,1,0,0,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Brad_Friedel,Brad Friedel
2729,P-08910,Friedländer,Hans-Peter,1920-11-06,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Hans-Peter_Friedl%C3%A4nder,Hans-Peter Friedländer
2730,P-07561,Friedmanszky,Zoltán,1934-10-22,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Zolt%C3%A1n_Friedmanszky,Zoltán Friedmanszky
2731,P-09527,Friedrich,Arne,1979-05-29,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Arne_Friedrich,Arne Friedrich
2732,P-09035,Friese,Werner,1946-03-30,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Werner_Friese,Werner Friese
2733,P-01091,Frigerio,Alessandro,1914-11-15,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Alessandro_Frigerio,Alessandro Frigerio
2734,P-00070,Frigerio,Roberto,1938-05-16,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Roberto_Frigerio,Roberto Frigerio
2735,P-07295,Frignani,Amleto,1932-03-05,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Amleto_Frignani,Amleto Frignani
2736,P-09872,Frimann,Per,1962-06-04,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Per_Frimann,Per Frimann
2737,P-05858,Frimpong,Jeremie,2000-12-10,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jeremie_Frimpong,Jeremie Frimpong
2738,P-00715,Frings,Torsten,1976-11-22,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Torsten_Frings,Torsten Frings
2739,P-08946,Fritsche,Joachim,1951-10-28,0,1,0,0,1,1974,https://en.wikipedia.org/wiki/Joachim_Fritsche,Joachim Fritsche
2740,P-09186,Frosio,Ivo,1930-04-27,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Ivo_Frosio,Ivo Frosio
2741,P-03942,Fuchsbichler,Erwin,1952-03-27,1,0,0,0,1,1978,https://en.wikipedia.org/wiki/Erwin_Fuchsbichler,Erwin Fuchsbichler
2742,P-03650,Fucile,Jorge,1984-11-19,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Jorge_Fucile,Jorge Fucile
2743,P-04181,Fuentes,Ismael,1981-08-04,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Ismael_Fuentes,Ismael Fuentes
2744,P-00023,Fuentes,Nicolás,1941-12-20,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Fuentes,Nicolás Fuentes
2745,P-04399,Fuentes,Ronald,1969-06-22,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Ronald_Fuentes,Ronald Fuentes
2746,P-06768,Fuenzalida,José Pablo,1985-02-22,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Jos%C3%A9_Pedro_Fuenzalida,José Pablo Fuenzalida
2747,P-08972,Führer,Hansruedi,1937-12-24,0,0,1,0,1,1966,https://en.wikipedia.org/wiki/Hansruedi_F%C3%BChrer,Hansruedi Führer
2748,P-03982,Fukunishi,Takashi,1976-09-01,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Takashi_Fukunishi,Takashi Fukunishi
2749,P-07484,Fuller,Keysher,1994-07-12,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Keysher_Fuller,Keysher Fuller
2750,P-02566,Füllkrug,Niclas,1993-02-09,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Niclas_F%C3%BCllkrug,Niclas Füllkrug
2751,P-02688,Fülöp,Ferenc,1955-02-22,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Ferenc_F%C3%BCl%C3%B6p,Ferenc Fülöp
2752,P-01808,Funes Mori,Rogelio,1991-03-05,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Rogelio_Funes_Mori,Rogelio Funes Mori
2753,P-02855,Furiassi,Zeffiro,1923-01-19,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Zeffiro_Furiassi,Zeffiro Furiassi
2754,P-09671,Furino,Giuseppe,1946-07-05,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Giuseppe_Furino,Giuseppe Furino
2755,P-07211,Furtok,Jan,1962-03-09,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Jan_Furtok,Jan Furtok
2756,P-06395,Fusté,Josep Maria,1941-04-15,0,0,1,0,1,1966,https://en.wikipedia.org/wiki/Josep_Maria_Fust%C3%A9,Josep Maria Fusté
2757,P-08654,Futó,Gyula,1908-12-29,0,1,0,0,1,1934,https://en.wikipedia.org/wiki/Gyula_Fut%C3%B3,Gyula Futó
2758,P-09435,Futre,Paulo,1966-02-28,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Paulo_Futre,Paulo Futre
2759,P-08203,Gaber,Jassem,2002-02-20,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jassem_Gaber,Jassem Gaber
2760,P-03855,Gaber,Omar,1992-01-30,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Omar_Gaber,Omar Gaber
2761,P-08982,Gabr,Ali,1989-01-01,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Ali_Gabr,Ali Gabr
2762,P-00488,Gabriel,Reuben,1990-09-25,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Reuben_Gabriel,Reuben Gabriel
2763,P-02534,Gabriel de Anda,Francisco,1971-06-05,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Francisco_Gabriel_de_Anda,Francisco Gabriel de Anda
2764,P-01605,Gabrillargues,Louis,1914-06-16,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Louis_Gabrillargues,Louis Gabrillargues
2765,P-06775,Gabsi,Hassen,1974-02-23,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Hassen_Gabsi,Hassen Gabsi
2766,P-08362,Gabulov,Vladimir,1983-10-19,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Vladimir_Gabulov,Vladimir Gabulov
2767,P-06446,Gadocha,Robert,1946-01-10,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Robert_Gadocha,Robert Gadocha
2768,P-01919,Gaetjens,Joe,1924-03-19,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Joe_Gaetjens,Joe Gaetjens
2769,P-09199,Gaganelov,Boris,1941-10-07,0,1,0,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Boris_Gaganelov,Boris Gaganelov
2770,P-06534,Gago,Fernando,1986-04-10,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Fernando_Gago,Fernando Gago
2771,P-02861,Gaínza,Agustín,1922-05-28,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Agust%C3%ADn_Ga%C3%ADnza,Agustín Gaínza
2772,P-00152,Gajdoš,Kazimír,1934-03-28,0,0,0,1,2,"1954, 1958",https://en.wikipedia.org/wiki/Kazim%C3%ADr_Gajdo%C5%A1,Kazimír Gajdoš
2773,P-02139,Gajser,Saša,1974-02-11,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Sa%C5%A1a_Gajser,Saša Gajser
2774,P-08712,Gakpo,Cody,1999-05-07,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Cody_Gakpo,Cody Gakpo
2775,P-03062,Galásek,Tomáš,1973-01-15,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Gal%C3%A1sek,Tomáš Galásek
2776,P-05859,Galateo,Alberto,1912-03-04,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Alberto_Galateo,Alberto Galateo
2777,P-03430,Gâlcă,Constantin,1972-03-08,0,0,1,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Constantin_G%C3%A2lc%C4%83,Constantin Gâlcă
2778,P-08935,Galderisi,Giuseppe,1963-03-22,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Giuseppe_Galderisi,Giuseppe Galderisi
2779,P-05230,Gałecki,Antoni,1906-06-04,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Antoni_Ga%C5%82ecki,Antoni Gałecki
2780,P-07891,Galekovic,Eugene,1981-06-12,1,0,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Eugene_Galekovic,Eugene Galekovic
2781,P-04883,Galiamin,Dmitri,1963-01-08,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Dmitri_Galiamin,Dmitri Galiamin
2782,P-09070,Galić,Milan,1938-03-08,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Milan_Gali%C4%87,Milan Galić
2783,P-06297,Galič,Marinko,1970-04-22,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Marinko_Gali%C4%8D,Marinko Galič
2784,P-01624,Galíndez,Hernán,1987-03-30,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Hern%C3%A1n_Gal%C3%ADndez,Hernán Galíndez
2785,P-02454,Galindo,Benjamín,1960-12-11,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Galindo,Benjamín Galindo
2786,P-01618,Galindo,Mario,1951-08-10,0,1,0,0,2,"1974, 1982",https://en.wikipedia.org/wiki/Mario_Galindo,Mario Galindo
2787,P-00281,Galindo,Plácido,1906-03-09,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Pl%C3%A1cido_Galindo,Plácido Galindo
2788,P-02903,Gallacher,Kevin,1966-11-23,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Kevin_Gallacher,Kevin Gallacher
2789,P-06315,Gallagher,Conor,2000-02-06,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Conor_Gallagher,Conor Gallagher
2790,P-06054,Gallagher,Jimmy,1901-06-07,0,0,1,0,2,"1930, 1934",https://en.wikipedia.org/wiki/Jimmy_Gallagher,Jimmy Gallagher
2791,P-01139,Gallardo,Alberto,1940-11-28,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Alberto_Gallardo,Alberto Gallardo
2792,P-00618,Gallardo,Jesús,1994-08-15,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jes%C3%BAs_Gallardo,Jesús Gallardo
2793,P-01972,Gallardo,Marcelo,1976-01-18,0,0,1,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Marcelo_Gallardo,Marcelo Gallardo
2794,P-08378,Gallas,William,1977-08-17,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/William_Gallas,William Gallas
2795,P-01744,Gallego,Américo,1955-04-25,0,0,1,0,2,"1978, 1982",https://en.wikipedia.org/wiki/Am%C3%A9rico_Gallego,Américo Gallego
2796,P-09736,Gallego,not applicable,1944-03-04,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Gallego_(footballer),not applicable Gallego
2797,P-03462,Gallego,Ricardo,1959-02-08,0,0,1,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Ricardo_Gallego,Ricardo Gallego
2798,P-00820,Gallese,Pedro,1990-02-23,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Pedro_Gallese,Pedro Gallese
2799,P-02609,Galli,Carlo,1931-03-06,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Carlo_Galli,Carlo Galli
2800,P-07702,Galli,Giovanni,1958-04-29,1,0,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Giovanni_Galli,Giovanni Galli
2801,P-00667,Galván,Luis,1948-02-24,0,1,0,0,2,"1978, 1982",https://en.wikipedia.org/wiki/Luis_Galv%C3%A1n,Luis Galván
2802,P-03432,Galván,Rubén,1952-04-07,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Rub%C3%A9n_Galv%C3%A1n_(footballer),Rubén Galván
2803,P-01719,Galvão,Mauro,1961-12-19,0,1,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Mauro_Galv%C3%A3o,Mauro Galvão
2804,P-08740,Gamarra,Carlos,1971-02-17,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Carlos_Gamarra,Carlos Gamarra
2805,P-06823,Gamarra,Rodolfo,1988-12-10,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Rodolfo_Gamarra,Rodolfo Gamarra
2806,P-03413,Gambetta,Schubert,1920-04-14,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Schubert_Gambetta,Schubert Gambetta
2807,P-00043,Gamboa,Cristian,1989-10-24,0,1,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Cristian_Gamboa,Cristian Gamboa
